STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2015,,1923.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2016,,1955.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2017,,1976.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2018,,1993.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2019,,2013.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2020,,1993.4,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2021,,1988.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2022,,2058.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2023,,2079.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,AT,Austria,2024,,2092.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BA,Bosnia and Herzegovina,2021,,418.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BA,Bosnia and Herzegovina,2022,,423.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BA,Bosnia and Herzegovina,2023,,441.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BA,Bosnia and Herzegovina,2024,,456.9,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,1995,,1509.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,1996,,1514.3,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,1997,,1555.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,1998,,1581.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,1999,,1672.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2000,,1730.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2001,,1693.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2002,,1714.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2003,,1731.4,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2004,,1792.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2005,,1838.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2006,,1861.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2007,,1927.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2008,,1974.9,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2009,,1983.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2010,,2018.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2011,,2035.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2012,,2045.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2013,,2064.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2014,,2094.9,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2015,,2102.4,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2016,,2107.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2017,,2126.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2018,,2204.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2019,,2244.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2020,,2225.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2021,,2259.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2022,,2330.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2023,,2346.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BE,Belgium,2024,,2353.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2000,,1327.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2001,,1304.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2002,,1318.4,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2003,,1332.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2004,,1379.9,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2005,,1378.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2006,,1445.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2007,,1508.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2008,,1550.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2009,,1506.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2010,,1423.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2011,,1386.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2012,,1377.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2013,,1371.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2014,,1384.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2015,,1401.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2016,,1385.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2017,,1434.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2018,,1432.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2019,,1380.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2020,,1324.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2021,,1304.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2022,,1337.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2023,,1331.9,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,BG,Bulgaria,2024,,1330.4,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,1996,,1601.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,1997,,1612.3,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,1998,,1645.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,1999,,1665.1,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2000,,1666.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2001,,1709.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2002,,1748.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2003,,1747.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2004,,1752.2,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2005,,1769.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2006,,1799.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2007,,1822.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2008,,1892.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2009,,1914.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2010,,1871.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2011,,1916.5,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2012,,1944.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2013,,1966.0,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2014,,2006.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2015,,2041.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2016,,2074.6,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2017,,2078.7,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2018,,2099.4,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2019,,2125.8,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2020,,2123.3,,,,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2021,,2130.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EGAN(1.0),"Employment by sex, age and citizenship (1 000)",A,Annual,THS_PER,Thousand persons,F,Females,Y15-64,From 15 to 64 years,TOTAL,Total,CH,Switzerland,2022,,2151.2,,,,,
