DATAFLOW,LAST UPDATE,freq,iccs,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2015,126,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2016,79,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2017,95,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2018,92,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2019,81,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2020,67,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2021,89,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Bulgaria,2022,76,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2008,54,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2009,51,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2010,53,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2011,46,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2012,45,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2013,57,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2014,41,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2015,57,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2016,45,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2017,45,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2018,50,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2019,46,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2020,47,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2021,42,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Switzerland,2022,42,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2008,9,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2009,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2010,7,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2011,8,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2012,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2013,11,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2014,10,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2015,12,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2016,11,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2017,7,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2018,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2019,13,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2020,15,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2021,14,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Cyprus,2022,7,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2008,113,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2009,105,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2010,105,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2011,83,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2012,95,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2013,90,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2014,81,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2015,88,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2016,65,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2017,40,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2018,55,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2019,81,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2020,57,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2021,46,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Czechia,2022,79,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2008,656,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2009,721,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2010,699,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2011,689,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2012,619,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2013,623,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2014,645,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2015,655,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2016,747,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2017,738,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2018,632,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2019,586,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2020,719,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2021,631,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Germany,2022,614,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2008,53,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2009,56,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2010,49,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2011,49,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2012,43,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2013,41,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2014,62,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2015,52,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2016,53,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2017,61,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2018,54,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2019,54,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2020,51,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2021,42,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Denmark,2022,59,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2008,84,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2009,70,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2010,70,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2011,65,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2012,63,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2013,52,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2014,41,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2015,50,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2016,33,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2017,29,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2018,25,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2019,23,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2020,37,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2021,19,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Estonia,2022,18,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2008,139,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2009,143,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2010,176,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2011,184,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2012,165,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2013,141,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2014,105,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2015,86,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2016,81,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2017,78,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2018,94,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2019,76,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2020,73,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2021,89,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Greece,2022,79,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2008,407,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2009,412,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2010,401,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2011,385,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2012,364,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2013,302,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2014,323,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2015,302,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2016,294,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2017,307,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2018,289,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2019,331,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2020,298,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2021,290,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Spain,2022,325,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2008,160,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2009,138,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2010,133,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2011,134,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2012,107,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2013,107,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2014,112,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2015,116,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2016,96,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2017,74,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2018,95,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2019,83,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2020,95,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2021,94,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,Finland,2022,83,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2008,975,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2009,804,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2010,797,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2011,874,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2012,814,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2013,802,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2014,765,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2015,880,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2016,779,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2017,710,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2018,696,,
ESTAT:CRIM_OFF_CAT(1.0),23/04/24 23:00:00,Annual,Intentional homicide,Number,France,2019,753,,
