STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2020,,59.5,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2021,,59.3,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2022,,62.8,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2023,,62.7,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2024,,63.7,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2021,,47.4,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2022,,38.4,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1995,,25.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1996,,28.4,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1997,,29.4,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1998,,31.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1999,,30.9,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2000,,34.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2001,,34.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2002,,36.8,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2003,,33.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2004,,40.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2005,,40.5,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2006,,40.7,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2007,,42.5,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2008,,44.7,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2009,,43.5,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2010,,46.6,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2011,,45.0,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2012,,46.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2013,,45.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2014,,47.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2015,,47.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2016,,48.6,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2017,,48.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2018,,50.3,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2019,,50.5,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2020,,49.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2021,,50.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2022,,53.0,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2023,,53.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2024,,54.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2001,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2002,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2003,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2004,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2006,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2007,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2008,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2009,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2010,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2011,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2012,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2013,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2014,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2015,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2016,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2017,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2018,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2019,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2020,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1996,,66.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1997,,66.6,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1998,,68.7,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1999,,64.3,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2000,,62.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2001,,66.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2002,,67.0,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2003,,63.6,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2004,,62.6,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2005,,62.6,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2006,,63.2,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2007,,64.1,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2008,,66.7,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2009,,66.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2010,,62.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2011,,65.0,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2012,,66.8,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2013,,66.3,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2014,,66.4,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2015,,66.9,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2016,,68.4,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2017,,67.3,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2018,,68.6,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2019,,70.2,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2020,,69.8,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2021,,68.4,,b,break in time series,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2022,,68.8,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2023,,70.5,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2024,,70.5,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CY,Cyprus,1999,,52.2,,,,,
dataflow,ESTAT:LFSA_ERGAN(1.0),"Employment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CY,Cyprus,2000,,54.7,,,,,
