STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,citizen,Country of citizenship,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2017,,10.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2018,,9.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2019,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2020,,11.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2021,,12.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2022,,9.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2023,,9.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,AT,Austria,2024,,9.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BA,Bosnia and Herzegovina,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1995,,31.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1996,,28.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1997,,24.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1998,,24.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,1999,,22.9,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2000,,15.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2001,,16.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2002,,17.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2003,,19.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2004,,18.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2005,,18.0,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2006,,19.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2007,,15.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2008,,14.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2009,,16.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2010,,16.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2011,,15.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2012,,15.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2013,,15.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2014,,15.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2015,,14.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2016,,14.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2017,,14.1,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2018,,10.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2019,,10.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2020,,10.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2021,,12.5,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2022,,9.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2023,,8.3,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BE,Belgium,2024,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2001,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2002,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2003,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2004,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2005,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2006,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2007,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2008,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2009,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2010,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2011,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2012,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2013,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2014,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2015,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2016,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2017,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2018,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2019,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2020,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2021,,,,bu,"break in time series, low reliability",,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2022,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2023,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,BG,Bulgaria,2024,,,,u,low reliability,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1996,,9.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1997,,7.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1998,,8.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,1999,,7.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2000,,6.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2001,,6.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2002,,6.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2003,,10.5,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2004,,10.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2005,,10.8,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2006,,10.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2007,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2008,,8.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2009,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2010,,10.3,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2011,,8.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2012,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2013,,10.0,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2014,,9.7,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2015,,9.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2016,,9.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2017,,9.9,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2018,,9.8,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2019,,8.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2020,,9.1,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2021,,9.9,,b,break in time series,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2022,,8.2,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2023,,7.6,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CH,Switzerland,2024,,8.4,,,,,
dataflow,ESTAT:LFSA_URGAN(1.0),"Unemployment rates by sex, age and citizenship (%)",A,Annual,PC,Percentage,F,Females,Y15-64,From 15 to 64 years,FOR,Foreign country,CY,Cyprus,1999,,,,u,low reliability,,
