geo,TIME_PERIOD,OBS_VALUE
Lithuania,2021,6.4
Lithuania,2022,2.5
Lithuania,2023,0.3
Lithuania,2024,2.8
Luxembourg,2013,3.2
Luxembourg,2014,2.6
Luxembourg,2015,2.3
Luxembourg,2016,5.0
Luxembourg,2017,1.3
Luxembourg,2018,1.6
Luxembourg,2019,2.7
Luxembourg,2020,-0.5
Luxembourg,2021,6.9
Luxembourg,2022,-1.1
Luxembourg,2023,-0.7
Luxembourg,2024,1.0
Latvia,2013,2.1
Latvia,2014,2.1
Latvia,2015,3.8
Latvia,2016,2.6
Latvia,2017,3.4
Latvia,2018,4.3
Latvia,2019,0.7
Latvia,2020,-3.5
Latvia,2021,6.9
Latvia,2022,1.8
Latvia,2023,2.9
Latvia,2024,-0.4
Montenegro,2013,3.5
Montenegro,2014,1.8
Montenegro,2015,3.4
Montenegro,2016,2.9
Montenegro,2017,4.7
Montenegro,2018,5.1
Montenegro,2019,4.1
Montenegro,2020,-15.3
Montenegro,2021,13.0
Montenegro,2022,6.4
Montenegro,2023,6.3
Montenegro,2024,3.0
North Macedonia,2013,2.9
North Macedonia,2014,3.6
North Macedonia,2015,3.9
North Macedonia,2016,2.8
North Macedonia,2017,1.1
North Macedonia,2018,2.9
North Macedonia,2019,3.9
North Macedonia,2020,-4.7
North Macedonia,2021,4.5
North Macedonia,2022,2.8
North Macedonia,2023,2.1
North Macedonia,2024,2.8
Malta,2013,6.3
Malta,2014,7.6
Malta,2015,9.6
Malta,2016,4.1
Malta,2017,13.0
Malta,2018,7.2
Malta,2019,4.1
Malta,2020,-3.3
Malta,2021,13.3
Malta,2022,4.3
Malta,2023,6.8
Malta,2024,5.9
Netherlands,2013,0.0
Netherlands,2014,1.6
Netherlands,2015,2.1
Netherlands,2016,2.4
Netherlands,2017,2.8
Netherlands,2018,2.3
Netherlands,2019,2.3
Netherlands,2020,-3.9
Netherlands,2021,6.3
Netherlands,2022,5.0
Netherlands,2023,0.1
Netherlands,2024,1.0
Norway,2013,1.0
Norway,2014,2.0
Norway,2015,1.9
Norway,2016,1.2
Norway,2017,2.5
Norway,2018,0.8
Norway,2019,1.1
Norway,2020,-1.3
Norway,2021,3.9
Norway,2022,3.2
Norway,2023,0.1
Norway,2024,2.1
Poland,2013,0.7
Poland,2014,3.9
Poland,2015,4.4
Poland,2016,3.0
Poland,2017,5.2
Poland,2018,6.2
Poland,2019,4.6
Poland,2020,-2.0
Poland,2021,6.9
Poland,2022,5.3
Poland,2023,0.2
Poland,2024,2.9
Portugal,2013,-1.0
Portugal,2014,0.7
Portugal,2015,1.6
Portugal,2016,2.0
Portugal,2017,3.3
Portugal,2018,2.9
Portugal,2019,2.7
Portugal,2020,-8.2
Portugal,2021,5.6
Portugal,2022,7.0
Portugal,2023,2.6
Portugal,2024,1.9
Romania,2013,0.3
Romania,2014,4.1
Romania,2015,3.2
Romania,2016,2.9
Romania,2017,8.2
Romania,2018,6.1
Romania,2019,3.9
Romania,2020,-3.7
Romania,2021,5.5
Romania,2022,4.0
Romania,2023,2.4
Romania,2024,0.8
Serbia,2013,0.5
Serbia,2014,-1.8
Serbia,2015,1.3
Serbia,2016,3.0
Serbia,2017,2.4
Serbia,2018,4.6
Serbia,2019,4.8
Serbia,2020,-1.0
Serbia,2021,7.9
Serbia,2022,2.6
Serbia,2023,3.8
Serbia,2024,3.9
Sweden,2013,1.1
Sweden,2014,2.3
Sweden,2015,4.4
Sweden,2016,2.1
Sweden,2017,1.9
Sweden,2018,1.8
Sweden,2019,2.6
Sweden,2020,-1.9
Sweden,2021,5.2
Sweden,2022,1.3
Sweden,2023,-0.2
Sweden,2024,1.0
Slovenia,2013,-0.8
Slovenia,2014,2.8
Slovenia,2015,2.4
Slovenia,2016,3.0
Slovenia,2017,5.2
Slovenia,2018,4.4
Slovenia,2019,3.5
Slovenia,2020,-4.1
Slovenia,2021,8.4
Slovenia,2022,2.7
Slovenia,2023,2.1
Slovenia,2024,1.6
Slovakia,2013,0.7
Slovakia,2014,2.7
Slovakia,2015,5.2
Slovakia,2016,1.9
Slovakia,2017,2.9
Slovakia,2018,4.1
Slovakia,2019,2.3
Slovakia,2020,-2.6
Slovakia,2021,5.7
Slovakia,2022,0.4
Slovakia,2023,2.2
Slovakia,2024,2.1
Türkiye,2013,8.5
Türkiye,2014,4.9
Türkiye,2015,6.1
Türkiye,2016,3.3
Türkiye,2017,7.5
Türkiye,2018,3.0
Türkiye,2019,0.8
Türkiye,2020,1.9
Türkiye,2021,11.4
Türkiye,2022,5.5
Türkiye,2023,5.1
Türkiye,2024,3.2
Ukraine,2013,0.0
Ukraine,2014,-6.6
Ukraine,2015,-9.8
Ukraine,2016,2.4
Ukraine,2017,2.4
Ukraine,2018,3.5
Ukraine,2019,3.2
Ukraine,2020,-3.8
Ukraine,2021,3.4
Ukraine,2022,-28.8
Ukraine,2023,5.5
United Kingdom,2013,2.2
United Kingdom,2014,2.9
United Kingdom,2015,2.4
United Kingdom,2016,1.7
United Kingdom,2017,1.7
United Kingdom,2018,1.3
United Kingdom,2019,1.4
Kosovo*,2013,5.3
Kosovo*,2014,3.3
Kosovo*,2015,5.9
Kosovo*,2016,5.6
Kosovo*,2017,4.8
Kosovo*,2018,3.4
Kosovo*,2019,4.8
Kosovo*,2020,-5.3
Kosovo*,2021,10.7
Kosovo*,2022,4.3
Kosovo*,2023,4.1
Kosovo*,2024,4.4
Albania,2013,1.9
Albania,2014,2.5
Albania,2015,2.5
Albania,2016,4.1
Albania,2017,3.4
Albania,2018,3.9
Albania,2019,2.5
Albania,2020,-2.8
Albania,2021,10.0
Albania,2022,6.1
Austria,2013,-0.8
Austria,2014,0.0
Austria,2015,0.3
Austria,2016,0.8
Austria,2017,1.6
Austria,2018,2.0
Austria,2019,1.3
Austria,2020,-6.7
Austria,2021,4.4
Austria,2022,4.1
Austria,2023,-1.8
Austria,2024,-1.5
Belgium,2013,-0.2
Belgium,2014,1.3
Belgium,2015,0.9
Belgium,2016,0.7
Belgium,2017,1.1
Belgium,2018,1.4
Belgium,2019,1.9
Belgium,2020,-5.2
Belgium,2021,5.8
Belgium,2022,3.4
Belgium,2023,0.3
Belgium,2024,0.4
Bulgaria,2013,0.9
Bulgaria,2014,2.2
Bulgaria,2015,4.7
Bulgaria,2016,4.4
Bulgaria,2017,4.1
Bulgaria,2018,4.0
Bulgaria,2019,5.3
Bulgaria,2020,-2.2
Bulgaria,2021,8.5
Bulgaria,2022,4.7
Bulgaria,2023,2.2
Bulgaria,2024,3.0
Switzerland,2013,0.6
Switzerland,2014,1.1
Switzerland,2015,0.4
Switzerland,2016,1.0
Switzerland,2017,0.4
Switzerland,2018,2.1
Switzerland,2019,0.4
Switzerland,2020,-2.9
Switzerland,2021,4.8
Switzerland,2022,2.2
Switzerland,2023,-0.8
Switzerland,2024,0.2
Cyprus,2013,-6.5
Cyprus,2014,-1.7
Cyprus,2015,3.2
Cyprus,2016,6.0
Cyprus,2017,4.9
Cyprus,2018,5.1
Cyprus,2019,4.5
Cyprus,2020,-4.5
Cyprus,2021,9.7
Cyprus,2022,5.2
Cyprus,2023,0.8
Cyprus,2024,1.8
Czechia,2013,0.0
Czechia,2014,2.2
Czechia,2015,4.9
Czechia,2016,2.5
Czechia,2017,5.1
Czechia,2018,2.7
Czechia,2019,3.4
Czechia,2020,-4.9
Czechia,2021,4.0
Czechia,2022,0.4
Czechia,2023,-1.1
Czechia,2024,1.0
Germany,2013,0.1
Germany,2014,1.7
Germany,2015,0.8
Germany,2016,1.5
Germany,2017,2.3
Germany,2018,0.8
Germany,2019,0.8
Germany,2020,-4.2
Germany,2021,3.6
Germany,2022,0.6
Germany,2023,-1.1
Germany,2024,-0.5
Denmark,2013,1.0
Denmark,2014,0.7
Denmark,2015,1.4
Denmark,2016,2.2
Denmark,2017,2.4
Denmark,2018,1.4
Denmark,2019,1.3
Denmark,2020,-2.0
Denmark,2021,6.9
Denmark,2022,0.6
Denmark,2023,1.8
Denmark,2024,3.2
Estonia,2013,2.1
Estonia,2014,3.7
Estonia,2015,2.0
Estonia,2016,2.9
Estonia,2017,5.7
Estonia,2018,3.4
Estonia,2019,3.3
Estonia,2020,-3.2
Estonia,2021,7.1
Estonia,2022,-0.1
Estonia,2023,-5.4
Estonia,2024,-0.9
Greece,2013,-1.6
Greece,2014,1.5
Greece,2015,0.4
Greece,2016,0.4
Greece,2017,1.7
Greece,2018,2.3
Greece,2019,2.4
Greece,2020,-9.0
Greece,2021,9.2
Greece,2022,6.4
Greece,2023,2.6
Greece,2024,2.4
Spain,2013,-1.1
Spain,2014,1.8
Spain,2015,4.2
Spain,2016,2.8
Spain,2017,2.7
Spain,2018,1.9
Spain,2019,1.2
Spain,2020,-11.4
Spain,2021,6.7
Spain,2022,5.2
Spain,2023,1.4
Spain,2024,2.2
Finland,2013,-1.4
Finland,2014,-0.9
Finland,2015,0.1
Finland,2016,2.3
Finland,2017,3.1
Finland,2018,1.0
Finland,2019,1.3
Finland,2020,-2.7
Finland,2021,2.5
Finland,2022,0.5
Finland,2023,-1.3
Finland,2024,-0.8
France,2013,0.3
France,2014,0.5
France,2015,0.6
France,2016,0.5
France,2017,1.7
France,2018,1.2
France,2019,1.6
France,2020,-7.8
France,2021,6.4
France,2022,2.3
France,2023,1.2
France,2024,0.9
Croatia,2013,0.2
Croatia,2014,-0.1
Croatia,2015,3.0
Croatia,2016,4.3
Croatia,2017,4.3
Croatia,2018,3.9
Croatia,2019,5.8
Croatia,2020,-7.5
Croatia,2021,13.4
Croatia,2022,7.4
Croatia,2023,2.7
Croatia,2024,4.0
Hungary,2013,2.5
Hungary,2014,4.8
Hungary,2015,4.0
Hungary,2016,2.8
Hungary,2017,4.5
Hungary,2018,5.8
Hungary,2019,5.2
Hungary,2020,-4.1
Hungary,2021,7.7
Hungary,2022,4.6
Hungary,2023,-0.7
Hungary,2024,0.8
Ireland,2013,1.7
Ireland,2014,8.6
Ireland,2015,23.5
Ireland,2016,0.0
Ireland,2017,8.5
Ireland,2018,6.0
Ireland,2019,3.4
Ireland,2020,5.7
Ireland,2021,14.9
Ireland,2022,6.4
Ireland,2023,-7.2
Ireland,2024,-0.5
Iceland,2013,3.5
Iceland,2014,0.5
Iceland,2015,3.4
Iceland,2016,4.8
Iceland,2017,1.7
Iceland,2018,2.3
Iceland,2019,0.1
Iceland,2020,-8.1
Iceland,2021,3.5
Iceland,2022,6.5
Iceland,2023,3.0
Iceland,2024,-1.3
Italy,2013,-2.0
Italy,2014,0.0
Italy,2015,1.0
Italy,2016,1.4
Italy,2017,1.8
Italy,2018,1.0
Italy,2019,0.7
Italy,2020,-8.4
Italy,2021,9.5
Italy,2022,5.0
Italy,2023,0.8
Italy,2024,0.8
Lithuania,2013,5.0
Lithuania,2014,4.6
Lithuania,2015,3.8
Lithuania,2016,3.9
Lithuania,2017,5.9
Lithuania,2018,5.8
Lithuania,2019,5.0
Lithuania,2020,0.1
Lithuania,2021,6.5
Lithuania,2022,1.7
Lithuania,2023,-1.1
Lithuania,2024,2.2
Luxembourg,2013,0.6
Luxembourg,2014,0.2
Luxembourg,2015,0.3
Luxembourg,2016,2.3
Luxembourg,2017,-0.9
Luxembourg,2018,-0.4
Luxembourg,2019,0.6
Luxembourg,2020,-2.0
Luxembourg,2021,5.3
Luxembourg,2022,-3.2
Luxembourg,2023,-2.5
Luxembourg,2024,-0.6
Latvia,2013,3.2
Latvia,2014,3.0
Latvia,2015,4.7
Latvia,2016,3.5
Latvia,2017,4.4
Latvia,2018,5.1
Latvia,2019,1.4
Latvia,2020,-2.8
Latvia,2021,7.9
Latvia,2022,1.7
Latvia,2023,3.1
Latvia,2024,0.7
Montenegro,2013,3.4
Montenegro,2014,1.7
Montenegro,2015,3.3
Montenegro,2016,2.9
Montenegro,2017,4.7
Montenegro,2018,5.1
Montenegro,2019,4.1
Montenegro,2020,-15.2
Montenegro,2021,13.4
Montenegro,2022,6.8
Montenegro,2023,3.7
North Macedonia,2013,3.3
North Macedonia,2014,3.9
North Macedonia,2015,4.1
North Macedonia,2016,3.2
North Macedonia,2017,1.5
North Macedonia,2018,3.4
North Macedonia,2019,4.6
North Macedonia,2020,-3.8
North Macedonia,2021,5.8
North Macedonia,2022,3.1
North Macedonia,2023,2.3
Malta,2013,4.9
Malta,2014,5.5
Malta,2015,7.0
Malta,2016,1.7
Malta,2017,9.9
Malta,2018,3.4
Malta,2019,-0.1
Malta,2020,-5.4
Malta,2021,12.7
Malta,2022,1.6
Malta,2023,2.6
Malta,2024,2.6
Netherlands,2013,-0.3
Netherlands,2014,1.2
Netherlands,2015,1.7
Netherlands,2016,1.9
Netherlands,2017,2.2
Netherlands,2018,1.7
Netherlands,2019,1.6
Netherlands,2020,-4.4
Netherlands,2021,5.7
Netherlands,2022,4.0
Netherlands,2023,-0.9
Netherlands,2024,0.3
Norway,2013,-0.2
Norway,2014,0.9
Norway,2015,0.8
Norway,2016,0.3
Norway,2017,1.7
Norway,2018,0.2
Norway,2019,0.4
Norway,2020,-1.8
Norway,2021,3.4
Norway,2022,2.3
Norway,2023,-1.1
Norway,2024,1.1
Poland,2013,0.8
Poland,2014,4.0
Poland,2015,4.5
Poland,2016,3.1
Poland,2017,5.1
Poland,2018,6.3
Poland,2019,4.6
Poland,2020,0.0
Poland,2021,7.5
Poland,2022,3.0
Poland,2023,0.6
Poland,2024,3.3
Portugal,2013,-0.4
Portugal,2014,1.3
Portugal,2015,2.0
Portugal,2016,2.3
Portugal,2017,3.5
Portugal,2018,3.0
Portugal,2019,2.5
Portugal,2020,-8.5
Portugal,2021,5.3
Portugal,2022,6.4
Portugal,2023,1.6
Portugal,2024,0.9
Romania,2013,0.6
Romania,2014,4.5
Romania,2015,3.6
Romania,2016,3.5
Romania,2017,8.8
Romania,2018,6.7
Romania,2019,4.4
Romania,2020,-3.2
Romania,2021,6.4
Romania,2022,4.4
Romania,2023,2.3
Romania,2024,0.8
Serbia,2013,0.9
Serbia,2014,-1.3
Serbia,2015,1.8
Serbia,2016,3.5
Serbia,2017,2.9
Serbia,2018,5.2
Serbia,2019,5.3
Serbia,2020,-0.3
Serbia,2021,9.0
Serbia,2022,5.2
Serbia,2023,4.5
Serbia,2024,4.5
Sweden,2013,0.3
Sweden,2014,1.3
Sweden,2015,3.3
Sweden,2016,0.9
Sweden,2017,0.4
Sweden,2018,0.6
Sweden,2019,1.5
Sweden,2020,-2.6
Sweden,2021,4.6
Sweden,2022,0.2
Sweden,2023,-0.9
Sweden,2024,0.7
Slovenia,2013,-1.0
Slovenia,2014,2.7
Slovenia,2015,2.3
Slovenia,2016,3.0
Slovenia,2017,5.1
Slovenia,2018,4.1
Slovenia,2019,2.7
Slovenia,2020,-4.7
Slovenia,2021,8.1
Slovenia,2022,2.6
Slovenia,2023,1.6
Slovenia,2024,1.3
Slovakia,2013,0.6
Slovakia,2014,2.6
Slovakia,2015,5.1
Slovakia,2016,1.8
Slovakia,2017,2.7
Slovakia,2018,3.9
Slovakia,2019,2.1
Slovakia,2020,-2.7
Slovakia,2021,6.1
Slovakia,2022,0.1
Slovakia,2023,2.2
Slovakia,2024,2.0
Türkiye,2013,7.1
Türkiye,2014,3.5
Türkiye,2015,4.7
Türkiye,2016,1.9
Türkiye,2017,6.1
Türkiye,2018,1.6
Türkiye,2019,-0.6
Türkiye,2020,0.9
Türkiye,2021,10.4
Türkiye,2022,4.5
Türkiye,2023,4.7
United Kingdom,2013,1.5
United Kingdom,2014,2.1
United Kingdom,2015,1.6
United Kingdom,2016,0.9
United Kingdom,2017,1.1
United Kingdom,2018,0.6
United Kingdom,2019,0.8
