citizen,geo,TIME_PERIOD,OBS_VALUE
EU27 countries (from 2020) except reporting country,Spain,2022,12930.0
EU27 countries (from 2020) except reporting country,Spain,2023,14998.0
EU27 countries (from 2020) except reporting country,Spain,2024,16683.0
EU27 countries (from 2020) except reporting country,Finland,2015,22417.0
EU27 countries (from 2020) except reporting country,Finland,2016,20349.0
EU27 countries (from 2020) except reporting country,Finland,2017,23292.0
EU27 countries (from 2020) except reporting country,Finland,2018,25382.0
EU27 countries (from 2020) except reporting country,Finland,2019,22787.0
EU27 countries (from 2020) except reporting country,Finland,2020,23358.0
EU27 countries (from 2020) except reporting country,Finland,2021,24327.0
EU27 countries (from 2020) except reporting country,Finland,2022,22643.0
EU27 countries (from 2020) except reporting country,Finland,2023,26630.0
EU27 countries (from 2020) except reporting country,Finland,2024,29116.0
EU27 countries (from 2020) except reporting country,France,2015,20120.0
EU27 countries (from 2020) except reporting country,France,2016,19762.0
EU27 countries (from 2020) except reporting country,France,2017,21157.0
EU27 countries (from 2020) except reporting country,France,2018,19371.0
EU27 countries (from 2020) except reporting country,France,2019,19100.0
EU27 countries (from 2020) except reporting country,France,2020,20043.0
EU27 countries (from 2020) except reporting country,France,2021,21151.0
EU27 countries (from 2020) except reporting country,France,2022,20228.0
EU27 countries (from 2020) except reporting country,France,2023,21790.0
EU27 countries (from 2020) except reporting country,Croatia,2015,8486.0
EU27 countries (from 2020) except reporting country,Croatia,2016,10018.0
EU27 countries (from 2020) except reporting country,Croatia,2017,10299.0
EU27 countries (from 2020) except reporting country,Croatia,2018,8004.0
EU27 countries (from 2020) except reporting country,Croatia,2019,8531.0
EU27 countries (from 2020) except reporting country,Croatia,2020,9954.0
EU27 countries (from 2020) except reporting country,Croatia,2021,10327.0
EU27 countries (from 2020) except reporting country,Croatia,2022,10970.0
EU27 countries (from 2020) except reporting country,Croatia,2023,10605.0
EU27 countries (from 2020) except reporting country,Hungary,2015,3934.0
EU27 countries (from 2020) except reporting country,Hungary,2016,6221.0
EU27 countries (from 2020) except reporting country,Hungary,2017,3763.0
EU27 countries (from 2020) except reporting country,Hungary,2018,5182.0
EU27 countries (from 2020) except reporting country,Hungary,2019,8574.0
EU27 countries (from 2020) except reporting country,Hungary,2021,6937.0
EU27 countries (from 2020) except reporting country,Hungary,2022,10324.0
EU27 countries (from 2020) except reporting country,Hungary,2023,9413.0
EU27 countries (from 2020) except reporting country,Hungary,2024,10612.0
EU27 countries (from 2020) except reporting country,Ireland,2015,20412.0
EU27 countries (from 2020) except reporting country,Ireland,2016,21365.0
EU27 countries (from 2020) except reporting country,Ireland,2017,22000.0
EU27 countries (from 2020) except reporting country,Ireland,2018,24656.0
EU27 countries (from 2020) except reporting country,Ireland,2019,25078.0
EU27 countries (from 2020) except reporting country,Ireland,2020,24243.0
EU27 countries (from 2020) except reporting country,Ireland,2021,27337.0
EU27 countries (from 2020) except reporting country,Ireland,2022,25872.0
EU27 countries (from 2020) except reporting country,Ireland,2023,27358.0
EU27 countries (from 2020) except reporting country,Iceland,2015,22351.0
EU27 countries (from 2020) except reporting country,Iceland,2016,24039.0
EU27 countries (from 2020) except reporting country,Iceland,2017,28420.0
EU27 countries (from 2020) except reporting country,Iceland,2018,36551.0
EU27 countries (from 2020) except reporting country,Iceland,2019,35819.0
EU27 countries (from 2020) except reporting country,Iceland,2020,35372.0
EU27 countries (from 2020) except reporting country,Italy,2015,11947.0
EU27 countries (from 2020) except reporting country,Italy,2016,11430.0
EU27 countries (from 2020) except reporting country,Italy,2017,13480.0
EU27 countries (from 2020) except reporting country,Italy,2018,12393.0
EU27 countries (from 2020) except reporting country,Italy,2019,13337.0
EU27 countries (from 2020) except reporting country,Italy,2020,14580.0
EU27 countries (from 2020) except reporting country,Italy,2021,13000.0
EU27 countries (from 2020) except reporting country,Italy,2022,15725.0
EU27 countries (from 2020) except reporting country,Italy,2023,15896.0
EU27 countries (from 2020) except reporting country,Italy,2024,15600.0
EU27 countries (from 2020) except reporting country,Luxembourg,2015,30471.0
EU27 countries (from 2020) except reporting country,Luxembourg,2016,29394.0
EU27 countries (from 2020) except reporting country,Luxembourg,2017,32523.0
EU27 countries (from 2020) except reporting country,Luxembourg,2018,30601.0
EU27 countries (from 2020) except reporting country,Luxembourg,2019,33452.0
EU27 countries (from 2020) except reporting country,Luxembourg,2020,34152.0
EU27 countries (from 2020) except reporting country,Luxembourg,2021,38529.0
EU27 countries (from 2020) except reporting country,Luxembourg,2022,43629.0
EU27 countries (from 2020) except reporting country,Luxembourg,2023,43149.0
EU27 countries (from 2020) except reporting country,Luxembourg,2024,47810.0
EU27 countries (from 2020) except reporting country,Latvia,2015,6079.0
EU27 countries (from 2020) except reporting country,Latvia,2016,5894.0
EU27 countries (from 2020) except reporting country,Latvia,2017,8756.0
EU27 countries (from 2020) except reporting country,Latvia,2018,8887.0
EU27 countries (from 2020) except reporting country,Latvia,2019,10303.0
EU27 countries (from 2020) except reporting country,Latvia,2020,9733.0
EU27 countries (from 2020) except reporting country,Latvia,2021,10725.0
EU27 countries (from 2020) except reporting country,Latvia,2022,13576.0
EU27 countries (from 2020) except reporting country,Latvia,2023,13835.0
EU27 countries (from 2020) except reporting country,Latvia,2024,13952.0
EU27 countries (from 2020) except reporting country,Montenegro,2017,3690.0
EU27 countries (from 2020) except reporting country,Montenegro,2018,5251.0
EU27 countries (from 2020) except reporting country,Montenegro,2019,4698.0
EU27 countries (from 2020) except reporting country,Montenegro,2020,5469.0
EU27 countries (from 2020) except reporting country,Montenegro,2021,5167.0
EU27 countries (from 2020) except reporting country,Montenegro,2022,5643.0
EU27 countries (from 2020) except reporting country,Malta,2015,15212.0
EU27 countries (from 2020) except reporting country,Malta,2016,16844.0
EU27 countries (from 2020) except reporting country,Malta,2017,17697.0
EU27 countries (from 2020) except reporting country,Malta,2018,18108.0
EU27 countries (from 2020) except reporting country,Malta,2019,16060.0
EU27 countries (from 2020) except reporting country,Malta,2020,19404.0
EU27 countries (from 2020) except reporting country,Malta,2021,21486.0
EU27 countries (from 2020) except reporting country,Malta,2022,22541.0
EU27 countries (from 2020) except reporting country,Malta,2023,24534.0
EU27 countries (from 2020) except reporting country,Netherlands,2015,21179.0
EU27 countries (from 2020) except reporting country,Netherlands,2016,21384.0
EU27 countries (from 2020) except reporting country,Netherlands,2017,22359.0
EU27 countries (from 2020) except reporting country,Netherlands,2018,22755.0
EU27 countries (from 2020) except reporting country,Netherlands,2019,24015.0
EU27 countries (from 2020) except reporting country,Netherlands,2020,22553.0
EU27 countries (from 2020) except reporting country,Netherlands,2021,24994.0
EU27 countries (from 2020) except reporting country,Netherlands,2022,29401.0
EU27 countries (from 2020) except reporting country,Netherlands,2023,26255.0
EU27 countries (from 2020) except reporting country,Netherlands,2024,29095.0
EU27 countries (from 2020) except reporting country,Norway,2015,38008.0
EU27 countries (from 2020) except reporting country,Norway,2016,37145.0
EU27 countries (from 2020) except reporting country,Norway,2017,36236.0
EU27 countries (from 2020) except reporting country,Norway,2018,35529.0
EU27 countries (from 2020) except reporting country,Norway,2019,36742.0
EU27 countries (from 2020) except reporting country,Norway,2020,39430.0
EU27 countries (from 2020) except reporting country,Norway,2021,35540.0
EU27 countries (from 2020) except reporting country,Norway,2022,37154.0
EU27 countries (from 2020) except reporting country,Norway,2023,41097.0
EU27 countries (from 2020) except reporting country,Norway,2024,39105.0
EU27 countries (from 2020) except reporting country,Poland,2022,12551.0
EU27 countries (from 2020) except reporting country,Poland,2023,14148.0
EU27 countries (from 2020) except reporting country,Portugal,2015,10881.0
EU27 countries (from 2020) except reporting country,Portugal,2016,10333.0
EU27 countries (from 2020) except reporting country,Portugal,2017,8880.0
EU27 countries (from 2020) except reporting country,Portugal,2018,9686.0
EU27 countries (from 2020) except reporting country,Portugal,2019,10826.0
EU27 countries (from 2020) except reporting country,Portugal,2020,12595.0
EU27 countries (from 2020) except reporting country,Portugal,2021,11557.0
EU27 countries (from 2020) except reporting country,Portugal,2022,10979.0
EU27 countries (from 2020) except reporting country,Portugal,2023,10300.0
EU27 countries (from 2020) except reporting country,Serbia,2015,3033.0
EU27 countries (from 2020) except reporting country,Serbia,2016,2650.0
EU27 countries (from 2020) except reporting country,Serbia,2017,3481.0
EU27 countries (from 2020) except reporting country,Serbia,2018,3165.0
EU27 countries (from 2020) except reporting country,Serbia,2019,3585.0
EU27 countries (from 2020) except reporting country,Serbia,2020,3835.0
EU27 countries (from 2020) except reporting country,Serbia,2021,2532.0
EU27 countries (from 2020) except reporting country,Serbia,2022,3732.0
EU27 countries (from 2020) except reporting country,Serbia,2023,5635.0
EU27 countries (from 2020) except reporting country,Sweden,2015,21795.0
EU27 countries (from 2020) except reporting country,Sweden,2016,22639.0
EU27 countries (from 2020) except reporting country,Sweden,2017,22370.0
EU27 countries (from 2020) except reporting country,Sweden,2018,23625.0
EU27 countries (from 2020) except reporting country,Sweden,2019,21180.0
EU27 countries (from 2020) except reporting country,Sweden,2020,23974.0
EU27 countries (from 2020) except reporting country,Sweden,2021,24002.0
EU27 countries (from 2020) except reporting country,Sweden,2022,25746.0
EU27 countries (from 2020) except reporting country,Sweden,2023,27498.0
EU27 countries (from 2020) except reporting country,Sweden,2024,25270.0
EU27 countries (from 2020) except reporting country,Slovenia,2015,9504.0
EU27 countries (from 2020) except reporting country,Slovenia,2016,9923.0
EU27 countries (from 2020) except reporting country,Slovenia,2017,11518.0
EU27 countries (from 2020) except reporting country,Slovenia,2018,12648.0
EU27 countries (from 2020) except reporting country,Slovenia,2019,12901.0
EU27 countries (from 2020) except reporting country,Slovenia,2020,12453.0
EU27 countries (from 2020) except reporting country,Slovenia,2021,12807.0
EU27 countries (from 2020) except reporting country,Slovenia,2022,13225.0
EU27 countries (from 2020) except reporting country,Slovenia,2023,14984.0
EU27 countries (from 2020) except reporting country,Slovenia,2024,16213.0
EU27 countries (from 2020) except reporting country,Slovakia,2015,6286.0
EU27 countries (from 2020) except reporting country,Slovakia,2016,6122.0
EU27 countries (from 2020) except reporting country,Slovakia,2017,6850.0
EU27 countries (from 2020) except reporting country,Slovakia,2019,7849.0
EU27 countries (from 2020) except reporting country,Slovakia,2020,9422.0
EU27 countries (from 2020) except reporting country,Slovakia,2021,10053.0
EU27 countries (from 2020) except reporting country,Slovakia,2022,9104.0
EU27 countries (from 2020) except reporting country,Slovakia,2023,10161.0
EU27 countries (from 2020) except reporting country,Türkiye,2015,7653.0
EU27 countries (from 2020) except reporting country,Türkiye,2016,5548.0
EU27 countries (from 2020) except reporting country,Türkiye,2022,6605.0
EU27 countries (from 2020) except reporting country,Türkiye,2023,5799.0
EU27 countries (from 2020) except reporting country,United Kingdom,2015,20696.0
EU27 countries (from 2020) except reporting country,United Kingdom,2016,22369.0
EU27 countries (from 2020) except reporting country,United Kingdom,2017,19596.0
EU27 countries (from 2020) except reporting country,United Kingdom,2018,22629.0
EU27 countries (from 2020) except reporting country,Kosovo*,2018,4325.0
EU28 countries (2013-2020) except reporting country,Austria,2015,17536.0
EU28 countries (2013-2020) except reporting country,Austria,2016,18027.0
EU28 countries (2013-2020) except reporting country,Austria,2017,20465.0
EU28 countries (2013-2020) except reporting country,Austria,2018,20886.0
EU28 countries (2013-2020) except reporting country,Austria,2019,21977.0
EU28 countries (2013-2020) except reporting country,Austria,2020,22388.0
EU28 countries (2013-2020) except reporting country,Austria,2021,22707.0
EU28 countries (2013-2020) except reporting country,Austria,2022,24061.0
EU28 countries (2013-2020) except reporting country,Belgium,2015,20113.0
EU28 countries (2013-2020) except reporting country,Belgium,2016,20716.0
EU28 countries (2013-2020) except reporting country,Belgium,2017,20985.0
EU28 countries (2013-2020) except reporting country,Belgium,2018,20953.0
EU28 countries (2013-2020) except reporting country,Belgium,2019,22052.0
EU28 countries (2013-2020) except reporting country,Belgium,2020,23955.0
EU28 countries (2013-2020) except reporting country,Belgium,2021,23876.0
EU28 countries (2013-2020) except reporting country,Belgium,2022,25395.0
EU28 countries (2013-2020) except reporting country,Belgium,2023,26865.0
EU28 countries (2013-2020) except reporting country,Bulgaria,2021,3399.0
EU28 countries (2013-2020) except reporting country,Switzerland,2015,39754.0
EU28 countries (2013-2020) except reporting country,Switzerland,2016,45487.0
EU28 countries (2013-2020) except reporting country,Switzerland,2017,44349.0
EU28 countries (2013-2020) except reporting country,Switzerland,2018,42911.0
EU28 countries (2013-2020) except reporting country,Switzerland,2019,43034.0
EU28 countries (2013-2020) except reporting country,Switzerland,2020,44475.0
EU28 countries (2013-2020) except reporting country,Switzerland,2021,45890.0
EU28 countries (2013-2020) except reporting country,Cyprus,2015,11520.0
EU28 countries (2013-2020) except reporting country,Cyprus,2016,11733.0
EU28 countries (2013-2020) except reporting country,Cyprus,2017,12203.0
EU28 countries (2013-2020) except reporting country,Cyprus,2018,13181.0
EU28 countries (2013-2020) except reporting country,Cyprus,2019,13386.0
EU28 countries (2013-2020) except reporting country,Cyprus,2020,14553.0
EU28 countries (2013-2020) except reporting country,Cyprus,2021,13833.0
EU28 countries (2013-2020) except reporting country,Cyprus,2022,15020.0
EU28 countries (2013-2020) except reporting country,Czechia,2015,8018.0
EU28 countries (2013-2020) except reporting country,Czechia,2016,8610.0
EU28 countries (2013-2020) except reporting country,Czechia,2017,9786.0
EU28 countries (2013-2020) except reporting country,Czechia,2018,11065.0
EU28 countries (2013-2020) except reporting country,Czechia,2019,12183.0
EU28 countries (2013-2020) except reporting country,Czechia,2020,12851.0
EU28 countries (2013-2020) except reporting country,Czechia,2021,10232.0
EU28 countries (2013-2020) except reporting country,Czechia,2022,11658.0
EU28 countries (2013-2020) except reporting country,Germany,2015,21405.0
EU28 countries (2013-2020) except reporting country,Germany,2016,20584.0
EU28 countries (2013-2020) except reporting country,Germany,2017,22204.0
EU28 countries (2013-2020) except reporting country,Germany,2018,22283.0
EU28 countries (2013-2020) except reporting country,Germany,2019,25220.0
EU28 countries (2013-2020) except reporting country,Germany,2020,22833.0
EU28 countries (2013-2020) except reporting country,Germany,2021,21823.0
EU28 countries (2013-2020) except reporting country,Germany,2022,21720.0
EU28 countries (2013-2020) except reporting country,Denmark,2015,23533.0
EU28 countries (2013-2020) except reporting country,Denmark,2016,26191.0
EU28 countries (2013-2020) except reporting country,Denmark,2017,27148.0
EU28 countries (2013-2020) except reporting country,Denmark,2018,26493.0
EU28 countries (2013-2020) except reporting country,Denmark,2019,27881.0
EU28 countries (2013-2020) except reporting country,Denmark,2020,29920.0
EU28 countries (2013-2020) except reporting country,Denmark,2021,30994.0
EU28 countries (2013-2020) except reporting country,Denmark,2022,31520.0
EU28 countries (2013-2020) except reporting country,Estonia,2015,6978.0
EU28 countries (2013-2020) except reporting country,Estonia,2016,7482.0
EU28 countries (2013-2020) except reporting country,Estonia,2017,8966.0
EU28 countries (2013-2020) except reporting country,Estonia,2018,10871.0
EU28 countries (2013-2020) except reporting country,Estonia,2019,11542.0
EU28 countries (2013-2020) except reporting country,Estonia,2020,12617.0
EU28 countries (2013-2020) except reporting country,Estonia,2021,13740.0
EU28 countries (2013-2020) except reporting country,Estonia,2022,15433.0
EU28 countries (2013-2020) except reporting country,Greece,2015,6028.0
EU28 countries (2013-2020) except reporting country,Greece,2016,6720.0
EU28 countries (2013-2020) except reporting country,Greece,2017,7073.0
EU28 countries (2013-2020) except reporting country,Greece,2018,7267.0
EU28 countries (2013-2020) except reporting country,Greece,2019,8400.0
EU28 countries (2013-2020) except reporting country,Greece,2020,7828.0
EU28 countries (2013-2020) except reporting country,Greece,2021,8097.0
EU28 countries (2013-2020) except reporting country,Greece,2022,9273.0
EU28 countries (2013-2020) except reporting country,Spain,2015,10824.0
EU28 countries (2013-2020) except reporting country,Spain,2016,8849.0
EU28 countries (2013-2020) except reporting country,Spain,2017,10851.0
EU28 countries (2013-2020) except reporting country,Spain,2018,9774.0
EU28 countries (2013-2020) except reporting country,Spain,2019,9897.0
EU28 countries (2013-2020) except reporting country,Spain,2020,12957.0
EU28 countries (2013-2020) except reporting country,Spain,2021,13044.0
EU28 countries (2013-2020) except reporting country,Spain,2022,12528.0
EU28 countries (2013-2020) except reporting country,Finland,2015,22698.0
EU28 countries (2013-2020) except reporting country,Finland,2016,21191.0
EU28 countries (2013-2020) except reporting country,Finland,2017,23860.0
EU28 countries (2013-2020) except reporting country,Finland,2018,25382.0
EU28 countries (2013-2020) except reporting country,Finland,2019,22787.0
EU28 countries (2013-2020) except reporting country,Finland,2020,23378.0
EU28 countries (2013-2020) except reporting country,Finland,2021,24327.0
EU28 countries (2013-2020) except reporting country,Finland,2022,22643.0
EU28 countries (2013-2020) except reporting country,France,2015,19982.0
EU28 countries (2013-2020) except reporting country,France,2016,19695.0
EU28 countries (2013-2020) except reporting country,France,2017,20838.0
EU28 countries (2013-2020) except reporting country,France,2018,19050.0
EU28 countries (2013-2020) except reporting country,France,2019,19531.0
EU28 countries (2013-2020) except reporting country,France,2020,20284.0
EU28 countries (2013-2020) except reporting country,France,2021,21151.0
EU28 countries (2013-2020) except reporting country,France,2022,20100.0
EU28 countries (2013-2020) except reporting country,Croatia,2015,8375.0
EU28 countries (2013-2020) except reporting country,Croatia,2016,9914.0
EU28 countries (2013-2020) except reporting country,Croatia,2017,10301.0
EU28 countries (2013-2020) except reporting country,Croatia,2018,8080.0
EU28 countries (2013-2020) except reporting country,Croatia,2019,8843.0
EU28 countries (2013-2020) except reporting country,Croatia,2020,10282.0
EU28 countries (2013-2020) except reporting country,Croatia,2021,10322.0
EU28 countries (2013-2020) except reporting country,Croatia,2022,10970.0
EU28 countries (2013-2020) except reporting country,Hungary,2015,3934.0
EU28 countries (2013-2020) except reporting country,Hungary,2016,6221.0
EU28 countries (2013-2020) except reporting country,Hungary,2017,3763.0
EU28 countries (2013-2020) except reporting country,Hungary,2018,5182.0
EU28 countries (2013-2020) except reporting country,Hungary,2019,8574.0
EU28 countries (2013-2020) except reporting country,Hungary,2021,6937.0
EU28 countries (2013-2020) except reporting country,Hungary,2022,11402.0
EU28 countries (2013-2020) except reporting country,Ireland,2015,19875.0
EU28 countries (2013-2020) except reporting country,Ireland,2016,20573.0
EU28 countries (2013-2020) except reporting country,Ireland,2017,21866.0
EU28 countries (2013-2020) except reporting country,Ireland,2018,24433.0
EU28 countries (2013-2020) except reporting country,Ireland,2019,25446.0
EU28 countries (2013-2020) except reporting country,Ireland,2020,23745.0
EU28 countries (2013-2020) except reporting country,Ireland,2021,25700.0
EU28 countries (2013-2020) except reporting country,Ireland,2022,25277.0
EU28 countries (2013-2020) except reporting country,Iceland,2015,22034.0
EU28 countries (2013-2020) except reporting country,Iceland,2016,23834.0
EU28 countries (2013-2020) except reporting country,Iceland,2017,28393.0
EU28 countries (2013-2020) except reporting country,Iceland,2018,36428.0
EU28 countries (2013-2020) except reporting country,Italy,2015,12000.0
EU28 countries (2013-2020) except reporting country,Italy,2016,11453.0
EU28 countries (2013-2020) except reporting country,Italy,2017,13532.0
EU28 countries (2013-2020) except reporting country,Italy,2018,12393.0
EU28 countries (2013-2020) except reporting country,Italy,2019,13337.0
EU28 countries (2013-2020) except reporting country,Italy,2020,14580.0
EU28 countries (2013-2020) except reporting country,Italy,2021,13026.0
EU28 countries (2013-2020) except reporting country,Italy,2022,16356.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2015,30598.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2016,29460.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2017,32936.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2018,30601.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2019,33596.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2020,34275.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2021,38718.0
EU28 countries (2013-2020) except reporting country,Luxembourg,2022,43654.0
EU28 countries (2013-2020) except reporting country,Latvia,2015,6079.0
EU28 countries (2013-2020) except reporting country,Latvia,2016,5894.0
EU28 countries (2013-2020) except reporting country,Latvia,2017,8756.0
EU28 countries (2013-2020) except reporting country,Latvia,2018,8887.0
EU28 countries (2013-2020) except reporting country,Latvia,2019,10303.0
EU28 countries (2013-2020) except reporting country,Latvia,2020,9733.0
EU28 countries (2013-2020) except reporting country,Latvia,2021,10970.0
EU28 countries (2013-2020) except reporting country,Latvia,2022,13576.0
EU28 countries (2013-2020) except reporting country,Montenegro,2015,3786.0
EU28 countries (2013-2020) except reporting country,Montenegro,2016,3744.0
EU28 countries (2013-2020) except reporting country,Montenegro,2017,3690.0
EU28 countries (2013-2020) except reporting country,Montenegro,2018,5498.0
EU28 countries (2013-2020) except reporting country,Montenegro,2019,5790.0
EU28 countries (2013-2020) except reporting country,Montenegro,2020,6061.0
EU28 countries (2013-2020) except reporting country,Montenegro,2021,5167.0
EU28 countries (2013-2020) except reporting country,Malta,2015,14227.0
EU28 countries (2013-2020) except reporting country,Malta,2016,15825.0
EU28 countries (2013-2020) except reporting country,Malta,2017,15475.0
EU28 countries (2013-2020) except reporting country,Malta,2018,16070.0
EU28 countries (2013-2020) except reporting country,Malta,2019,15987.0
EU28 countries (2013-2020) except reporting country,Malta,2020,17291.0
EU28 countries (2013-2020) except reporting country,Malta,2021,20302.0
EU28 countries (2013-2020) except reporting country,Malta,2022,21044.0
EU28 countries (2013-2020) except reporting country,Netherlands,2015,21179.0
EU28 countries (2013-2020) except reporting country,Netherlands,2016,21244.0
EU28 countries (2013-2020) except reporting country,Netherlands,2017,22359.0
EU28 countries (2013-2020) except reporting country,Netherlands,2018,22991.0
EU28 countries (2013-2020) except reporting country,Netherlands,2019,24015.0
EU28 countries (2013-2020) except reporting country,Netherlands,2020,23328.0
EU28 countries (2013-2020) except reporting country,Netherlands,2021,24994.0
EU28 countries (2013-2020) except reporting country,Netherlands,2022,29955.0
EU28 countries (2013-2020) except reporting country,Norway,2015,38111.0
EU28 countries (2013-2020) except reporting country,Norway,2016,37857.0
